"","...1","Player","Position 1","Position 2","Age","Team","Games Played","Field Goal Percentage","3 Point Percentage","2 Point Percentage","Free Throw Percentage","Offensive Rebounds Per Game","Defensive Rebounds Per Game","Assists Per Game","Steals Per Game","Blocks Per Game","Points Per Game","Average Fantasy Points","Total Fantasy Points"
"301",406,"Cory Joseph","PG",NA,30,"DET",65,0.445,0.414,0.465,0.885,0.4,2.2,3.6,0.6,0.3,8,20.04,1302.6
"302",407,"Georgios Kalaitzakis","SF",NA,23,"TOT",13,0.463,0.385,0.512,0.467,0.5,1.2,0.9,0.8,0.2,6.6,12.7,165.1
"303",410,"Frank Kaminsky","C",NA,28,"PHO",9,0.545,0.333,0.608,0.9,1.2,3.3,1.4,0.9,0.8,10.6,22.815,205.335
"304",411,"Luke Kennard","SG",NA,25,"LAC",70,0.449,0.449,0.449,0.896,0.3,3,2.1,0.6,0.1,11.9,21.655,1515.85
"305",412,"Braxton Key","SF",NA,24,"TOT",11,0.458,0.286,0.529,0.538,1.2,3.4,1,0.9,1,7.2,19.12,210.32
"306",415,"George King","SF",NA,28,"DAL",4,0,0,0,0.5,0,1.3,0,0,0,0.3,1.81,7.24
"307",416,"Louis King","SF",NA,22,"SAC",10,0.319,0.296,0.35,0.7,0,1.2,0.9,0.2,0.1,4.5,8.42,84.2
"308",417,"Corey Kispert","SF",NA,22,"WAS",77,0.455,0.35,0.629,0.871,0.7,2,1.1,0.5,0.3,8.2,15.57,1198.89
"309",418,"Maxi Kleber","PF",NA,30,"DAL",59,0.398,0.325,0.586,0.708,1.2,4.7,1.2,0.5,1,7,19.975,1178.525
"310",419,"Brandon Knight","PG",NA,30,"DAL",5,0.4,0.235,0.75,1,0,1.6,1.6,0.2,0,6.4,11.92,59.6
"311",420,"Nathan Knight","PF",NA,24,"MIN",37,0.511,0.308,0.547,0.733,0.9,1.4,0.6,0.2,0.2,3.7,8.63,319.31
"312",421,"Kevin Knox","SF",NA,22,"TOT",30,0.365,0.278,0.516,0.727,0.5,1,0.3,0.1,0.1,3.1,6.035,181.05
"313",424,"John Konchar","SG",NA,25,"MEM",72,0.515,0.413,0.61,0.551,1.2,3.4,1.5,0.6,0.3,4.8,15.175,1092.6
"314",425,"Furkan Korkmaz","SG",NA,24,"PHI",67,0.387,0.289,0.515,0.81,0.3,2.3,1.9,0.5,0.1,7.6,15.765,1056.255
"315",426,"Luke Kornet","C",NA,26,"TOT",15,0.481,0,0.591,0.667,0.9,1.1,0.6,0.2,0.2,2,6.5,97.5
"316",430,"Vit Krejci","SG",NA,21,"OKC",30,0.407,0.327,0.522,0.864,0.6,2.8,1.9,0.6,0.3,6.2,15.945,478.35
"317",431,"Arnoldas Kulboka","SF",NA,24,"CHO",2,0,0,0,0,0,0,0,0,0,0,0,0
"318",432,"Jonathan Kuminga","SF",NA,19,"GSW",70,0.513,0.336,0.598,0.684,0.8,2.6,0.9,0.4,0.3,9.3,16.97,1187.9
"319",433,"Kyle Kuzma","PF",NA,26,"WAS",66,0.452,0.341,0.526,0.712,1.1,7.4,3.5,0.6,0.9,17.1,37.765,2492.49
"320",434,"Anthony Lamb","SF",NA,24,"SAS",2,0,0,0,0,0,0.5,1,0,0,0,2.425,4.85
"321",435,"Jeremy Lamb","SF","SG",29,"TOT",56,0.383,0.324,0.441,0.84,0.5,2.3,1.4,0.6,0.4,7.3,15.725,880.6
"322",438,"Jock Landale","C",NA,26,"SAS",54,0.495,0.326,0.626,0.829,1.2,1.4,0.8,0.2,0.3,4.9,10.885,587.79
"323",439,"Romeo Langford","SG",NA,22,"TOT",48,0.435,0.341,0.509,0.548,0.6,1.6,0.4,0.5,0.3,4.5,9.805,470.64
"324",442,"Zach LaVine","SF",NA,26,"CHI",67,0.476,0.389,0.534,0.853,0.3,4.3,4.5,0.6,0.3,24.4,41.215,2761.405
"325",443,"Jake Layman","SF",NA,27,"MIN",34,0.411,0.229,0.579,0.722,0.2,0.9,0.3,0.2,0.1,2.4,5.01,170.34
"326",444,"Damion Lee","SG",NA,29,"GSW",63,0.441,0.337,0.541,0.88,0.4,2.8,1,0.6,0.1,7.4,14.79,931.77
"327",445,"Saben Lee","PG",NA,22,"DET",37,0.39,0.233,0.47,0.789,0.5,1.9,2.9,1,0.3,5.6,16.805,621.785
"328",446,"Alex Len","C",NA,28,"SAC",39,0.534,0.286,0.568,0.651,1.3,2.8,1.2,0.3,0.6,6,15.465,603.135
"329",447,"Caris LeVert","SG",NA,27,"TOT",58,0.444,0.32,0.497,0.756,0.7,2.9,4.3,0.9,0.4,17,32.815,1903.27
"330",450,"Kira Lewis Jr.","PG",NA,20,"NOP",24,0.404,0.224,0.523,0.833,0.4,1.3,2,0.5,0,5.9,12.89,309.36
"331",451,"Scottie Lewis","SG",NA,21,"CHO",2,0,0,0,0.5,0,0,0.5,0.5,0,0.5,2.45,4.9
"332",452,"Damian Lillard","PG",NA,31,"POR",29,0.402,0.324,0.485,0.878,0.4,3.7,7.3,0.6,0.4,24,45.66,1324.14
"333",453,"Nassir Little","SF",NA,21,"POR",42,0.46,0.331,0.584,0.734,1.4,4.2,1.3,0.6,0.9,9.8,22.725,954.45
"334",454,"Isaiah Livers","SF",NA,23,"DET",19,0.456,0.422,0.538,0.857,0.8,2.2,1.1,0.7,0.4,6.4,14.685,279.015
"335",455,"Kevon Looney","C",NA,25,"GSW",82,0.571,0,0.573,0.6,2.5,4.7,2,0.6,0.6,6,21.23,1740.86
"336",456,"Brook Lopez","C",NA,33,"MIL",13,0.466,0.358,0.538,0.87,1.5,2.6,0.5,0.6,1.2,12.4,23.01,299.13
"337",457,"Robin Lopez","C",NA,33,"ORL",36,0.553,0.333,0.56,0.593,1.9,1.6,1.5,0.1,0.5,7.1,15.895,572.22
"338",458,"Didi Louzada","SG","SF",22,"TOT",9,0.364,0.391,0.3,1,0.6,1.3,0.6,0.2,0.2,3.9,8.35,75.15
"339",461,"Kevin Love","PF",NA,33,"CLE",74,0.43,0.392,0.493,0.838,1.2,6.1,2.2,0.4,0.2,13.6,28.165,2084.21
"340",462,"Kyle Lowry","PG",NA,35,"MIA",63,0.44,0.377,0.539,0.851,0.5,4,7.5,1.1,0.3,13.4,36.12,2275.56
"341",463,"Gabriel Lundberg","SG",NA,27,"PHO",4,0.263,0.375,0.182,0,0.5,1.3,2.8,0.8,0,3.3,12.365,49.46
"342",464,"Timothé Luwawu-Cabarrot","SF",NA,26,"ATL",52,0.398,0.361,0.469,0.854,0.3,1.3,0.8,0.3,0.1,4.4,8.82,458.64
"343",465,"Trey Lyles","PF",NA,26,"TOT",75,0.466,0.321,0.552,0.802,1.2,3.9,1.2,0.4,0.4,10.5,21.03,1577.25
"344",468,"Théo Maledon","PG",NA,20,"OKC",51,0.375,0.293,0.449,0.79,0.4,2.2,2.2,0.6,0.2,7.1,16.255,829.005
"345",469,"Sandro Mamukelashvili","PF",NA,22,"MIL",41,0.496,0.423,0.556,0.818,0.9,1.1,0.5,0.2,0.2,3.8,8.205,336.405
"346",470,"Terance Mann","SF",NA,25,"LAC",81,0.484,0.365,0.535,0.78,1.3,4,2.6,0.7,0.3,10.8,24.525,1986.525
"347",471,"Tre Mann","PG",NA,20,"OKC",60,0.393,0.36,0.421,0.793,0.4,2.4,1.5,0.8,0.2,10.4,19.055,1143.3
"348",472,"Boban Marjanovi?","C",NA,33,"DAL",23,0.6,0.25,0.621,0.591,0.3,1.3,0.1,0,0.1,4.3,6.82,156.86
"349",473,"Lauri Markkanen","PF",NA,24,"CLE",61,0.445,0.358,0.548,0.868,1,4.7,1.3,0.7,0.5,14.8,27.25,1662.25
"350",474,"Naji Marshall","SF",NA,24,"NOP",55,0.405,0.2,0.537,0.796,0.7,1.9,1.1,0.6,0.1,5.7,12.53,689.15
"351",475,"Caleb Martin","SF",NA,26,"MIA",60,0.507,0.413,0.565,0.763,1.2,2.7,1.1,1,0.5,9.2,19.55,1173
"352",476,"Cody Martin","SF",NA,26,"CHO",71,0.482,0.384,0.542,0.701,1.2,2.9,2.5,1.2,0.5,7.7,21.195,1504.845
"353",477,"Kelan Martin","SF",NA,26,"TOT",30,0.409,0.293,0.5,0.692,0.6,1.3,0.7,0.4,0.3,5.7,11.075,332.25
"354",480,"Kenyon Martin Jr.","SF",NA,21,"HOU",79,0.533,0.357,0.617,0.634,1,2.7,1.3,0.4,0.5,8.8,18.05,1425.95
"355",481,"Garrison Mathews","SG",NA,25,"HOU",65,0.399,0.36,0.6,0.794,0.5,2.4,1,0.9,0.4,10,18.535,1204.775
"356",482,"Dakota Mathias","SG",NA,26,"MEM",6,0.333,0.333,0,0,0,0.3,0.2,0.2,0,1,2.165,12.99
"357",483,"Wesley Matthews","SG",NA,35,"MIL",49,0.395,0.338,0.54,0.786,0.6,1.3,0.7,0.5,0.2,5.1,10.395,509.355
"358",484,"Tyrese Maxey","PG",NA,21,"PHI",75,0.485,0.427,0.512,0.866,0.3,2.9,4.3,0.7,0.4,17.5,32.44,2433
"359",485,"Skylar Mays","SG",NA,24,"ATL",28,0.5,0.32,0.615,0.889,0.2,0.7,0.6,0.3,0,2.9,5.81,162.68
"360",486,"Miles McBride","PG",NA,21,"NYK",40,0.296,0.25,0.375,0.667,0.1,1,1,0.4,0,2.2,6.235,249.4
"361",487,"Mac McClung","SG","PG",23,"TOT",2,0.5,0.333,0.667,1,0,1.5,0.5,0.5,0.5,4,9.1,18.2
"362",490,"CJ McCollum","SG",NA,30,"TOT",62,0.46,0.388,0.509,0.682,0.9,3.5,5.1,1.1,0.4,22.1,40.99,2541.38
"363",493,"T.J. McConnell","PG",NA,29,"IND",27,0.481,0.303,0.514,0.826,0.7,2.6,4.9,1.1,0.4,8.5,25.055,676.485
"364",494,"Jaden McDaniels","PF",NA,21,"MIN",70,0.46,0.317,0.579,0.803,1.1,3.1,1.1,0.7,0.8,9.2,20.035,1402.45
"365",495,"Jalen McDaniels","SF",NA,24,"CHO",55,0.484,0.38,0.562,0.736,0.7,2.4,1.1,0.5,0.4,6.2,14.18,779.9
"366",496,"Doug McDermott","PF",NA,30,"SAS",51,0.462,0.422,0.512,0.784,0.4,1.9,1.3,0.3,0.1,11.3,17.805,908.055
"367",497,"JaVale McGee","C",NA,34,"PHO",74,0.629,0.222,0.637,0.699,2.2,4.5,0.6,0.3,1.1,9.2,22.045,1631.33
"368",498,"Cameron McGriff","SF",NA,24,"POR",3,0.357,0.333,0.375,1,2,3,1,0,0.3,4.7,13.485,40.455
"369",499,"Rodney McGruder","SG",NA,30,"DET",51,0.436,0.397,0.506,0.731,0.6,1.6,0.9,0.4,0.1,5.4,10.975,559.725
"370",500,"Alfonzo McKinnie","SF",NA,29,"CHI",17,0.393,0.333,0.441,0.25,0.8,1.2,0.3,0.1,0.2,3.5,7.31,124.27
"371",501,"JaQuori McLaughlin","PG",NA,24,"DAL",4,0,0,0,0,0,0,0.5,0,0,0,0.925,3.7
"372",502,"Jordan McLaughlin","PG",NA,25,"MIN",62,0.44,0.318,0.53,0.75,0.4,1.2,2.9,0.9,0.2,3.8,13.535,839.17
"373",503,"Ben McLemore","SG",NA,28,"POR",64,0.401,0.362,0.533,0.818,0.2,1.4,0.9,0.6,0.2,10.2,15.935,1019.84
"374",504,"De'Anthony Melton","SG",NA,23,"MEM",73,0.404,0.374,0.44,0.75,0.9,3.6,2.7,1.4,0.5,10.8,25.65,1872.45
"375",505,"Sam Merrill","SG",NA,25,"MEM",6,0.333,0.304,1,0.5,0.2,1,0.7,0,0,4.2,7.105,42.63
"376",506,"Chimezie Metu","C",NA,24,"SAC",60,0.452,0.306,0.555,0.78,0.6,5,1,0.9,0.5,8.9,20.745,1244.7
"377",507,"Khris Middleton","SF",NA,30,"MIL",66,0.443,0.373,0.494,0.89,0.6,4.8,5.4,1.2,0.3,20.1,40.515,2673.99
"378",508,"C.J. Miles","SG",NA,34,"BOS",1,0,0,0,0,0,0,0,0,0,0,0,0
"379",509,"Patty Mills","PG",NA,33,"BRK",81,0.408,0.4,0.429,0.814,0.2,1.7,2.3,0.6,0.2,11.4,20.13,1630.53
"380",510,"Paul Millsap","PF",NA,36,"TOT",33,0.391,0.229,0.463,0.708,1.2,2.2,0.9,0.3,0.4,3.5,10.97,362.01
"381",513,"Shake Milton","PG",NA,25,"PHI",55,0.429,0.323,0.481,0.836,0.5,2,2.5,0.5,0.3,8.2,17.91,985.05
"382",514,"Davion Mitchell","PG",NA,23,"SAC",75,0.418,0.316,0.48,0.659,0.4,1.8,4.2,0.7,0.3,11.5,24.565,1842.375
"383",515,"Donovan Mitchell","SG",NA,25,"UTA",67,0.448,0.355,0.533,0.853,0.8,3.4,5.3,1.5,0.2,25.9,45.41,3042.47
"384",516,"Evan Mobley","PF",NA,20,"CLE",69,0.508,0.25,0.541,0.663,2.1,6.2,2.5,0.8,1.7,15,35.98,2482.62
"385",517,"Malik Monk","SG",NA,23,"LAL",76,0.473,0.391,0.568,0.795,0.5,2.9,2.9,0.8,0.4,13.8,26.415,2007.54
"386",518,"Greg Monroe","C",NA,31,"TOT",14,0.561,0,0.561,0.522,2.1,2.4,1.6,0.6,0.7,5.4,16.965,237.51
"387",523,"Moses Moody","SG",NA,19,"GSW",52,0.437,0.364,0.548,0.778,0.3,1.2,0.4,0.1,0.2,4.4,7.815,406.38
"388",524,"Xavier Moon","SG",NA,27,"LAC",10,0.49,0.357,0.541,0.6,0.2,1.2,2.4,0.7,0.3,5.8,14.31,143.1
"389",525,"Matt Mooney","SG",NA,24,"NYK",1,0,0,0,0,0,0,0,1,0,0,2,2
"390",526,"Ja Morant","PG",NA,22,"MEM",57,0.493,0.344,0.534,0.761,1.4,4.4,6.7,1.2,0.4,27.4,51.375,2928.375
"391",527,"Juwan Morgan","PF",NA,24,"TOT",2,0.667,0.5,1,0,1,1,0.5,0,0,2.5,5.95,11.9
"392",530,"Jaylen Morris","SG",NA,26,"SAS",3,0,0,0,0.5,0,0.7,0.7,0,0,0.7,2.835,8.505
"393",531,"Marcus Morris","PF",NA,32,"LAC",54,0.434,0.367,0.478,0.872,0.5,3.9,2.1,0.5,0.3,15.4,26.915,1453.41
"394",532,"Markieff Morris","PF",NA,32,"MIA",17,0.474,0.333,0.547,0.889,1,1.6,1.4,0.4,0.1,7.6,14.71,250.07
"395",533,"Monte Morris","PG",NA,26,"DEN",75,0.484,0.395,0.545,0.869,0.4,2.7,4.4,0.7,0.2,12.6,26.875,2015.625
"396",534,"Emmanuel Mudiay","PG",NA,25,"SAC",2,0,0,0,0.75,0,0,2,0.5,0,1.5,6.275,12.55
"397",535,"Mychal Mulder","PG",NA,27,"TOT",17,0.312,0.315,0.304,1,0.1,1.3,0.3,0.2,0.1,4.1,7.13,121.21
"398",538,"Ade Murkey","SG",NA,24,"SAC",1,0,0,0,0,0,0,0,0,0,0,0,0
"399",539,"Trey Murphy III","SF",NA,21,"NOP",62,0.394,0.382,0.418,0.882,0.8,1.6,0.6,0.4,0.1,5.4,10.67,661.54
"400",540,"Dejounte Murray","PG",NA,25,"SAS",68,0.462,0.327,0.504,0.794,1.2,7.1,9.2,2,0.3,21.1,53.59,3644.12
"401",541,"Mike Muscala","C",NA,30,"OKC",43,0.456,0.429,0.506,0.842,0.5,2.5,0.5,0.4,0.6,8,15.125,650.375
"402",542,"Svi Mykhailiuk","SF",NA,24,"TOR",56,0.389,0.306,0.5,0.865,0.4,1.3,0.8,0.5,0.1,4.6,9.555,535.08
"403",543,"Abdel Nader","SF",NA,28,"PHO",14,0.343,0.286,0.381,0.6,0.3,1.6,0.5,0.6,0.3,2.4,7.61,106.54
"404",544,"Larry Nance Jr.","PF",NA,29,"TOT",46,0.522,0.329,0.599,0.702,1.6,3.8,1.8,0.9,0.4,7,19.85,913.1
"405",547,"RJ Nembhard Jr.","SG",NA,22,"CLE",14,0.333,0,0.375,0.75,0.2,0.3,0.9,0.1,0,1.1,3.615,50.61
"406",548,"Aaron Nesmith","SF",NA,22,"BOS",52,0.396,0.27,0.612,0.808,0.3,1.4,0.4,0.4,0.1,3.8,7.765,403.78
"407",549,"Raul Neto","PG",NA,29,"WAS",70,0.463,0.292,0.526,0.769,0.2,1.7,3.1,0.8,0,7.5,17.415,1219.05
"408",550,"Malik Newman","PG",NA,24,"CLE",1,0.6,0,0.75,1,0,1,1,0,0,8,11.4,11.4
"409",551,"Georges Niang","PF",NA,28,"PHI",76,0.437,0.403,0.511,0.881,0.3,2.3,1.3,0.4,0.2,9.2,16.385,1245.26
"410",552,"Daishen Nix","SG",NA,19,"HOU",24,0.403,0.269,0.488,0.533,0.3,1.1,1.7,0.6,0,3.2,9.345,224.28
"411",553,"Zeke Nnaji","PF",NA,21,"DEN",41,0.516,0.463,0.557,0.631,1.4,2.2,0.4,0.4,0.3,6.6,13.5,553.5
"412",554,"Nerlens Noel","C",NA,27,"NYK",25,0.533,0,0.561,0.7,1.9,3.7,0.9,1.2,1.2,3.4,17.265,431.625
"413",555,"Jaylen Nowell","SG",NA,22,"MIN",62,0.475,0.394,0.526,0.783,0.4,1.6,2.1,0.4,0.2,8.5,16.45,1019.9
"414",556,"Frank Ntilikina","PG",NA,23,"DAL",58,0.399,0.342,0.455,0.96,0.2,1.2,1.2,0.5,0.1,4.1,9.405,545.49
"415",557,"Jusuf Nurki?","C",NA,27,"POR",56,0.535,0.268,0.563,0.69,3,8.1,2.8,1.1,0.6,15,37.695,2110.92
"416",558,"David Nwaba","SF",NA,29,"HOU",46,0.483,0.306,0.551,0.716,0.9,2.4,0.8,0.6,0.4,5.1,12.92,594.32
"417",559,"Jordan Nwora","SF",NA,23,"MIL",62,0.403,0.348,0.455,0.837,0.6,3,1,0.4,0.3,7.9,15.895,985.49
"418",560,"Royce O'Neale","SF",NA,28,"UTA",77,0.457,0.389,0.609,0.804,0.8,3.9,2.5,1.1,0.4,7.4,21.08,1623.16
"419",561,"Semi Ojeleye","PF",NA,27,"TOT",30,0.303,0.3,0.306,0.793,0.9,1.6,0.3,0.2,0.2,3.3,7.885,236.55
"420",564,"Chuma Okeke","PF",NA,23,"ORL",70,0.376,0.318,0.48,0.846,0.7,4.3,1.7,1.4,0.6,8.6,22.295,1560.65
"421",565,"Josh Okogie","SG",NA,23,"MIN",49,0.404,0.298,0.491,0.686,0.6,0.8,0.5,0.5,0.2,2.7,6.93,339.57
"422",566,"Onyeka Okongwu","C",NA,21,"ATL",48,0.69,0,0.69,0.727,2.4,3.5,1.1,0.6,1.3,8.2,22.12,1061.76
"423",567,"Isaac Okoro","SF",NA,21,"CLE",67,0.48,0.35,0.555,0.768,1.1,1.9,1.8,0.8,0.3,8.8,18.48,1238.16
"424",568,"KZ Okpala","PF",NA,22,"MIA",21,0.435,0.346,0.488,0.727,0.5,1.4,0.7,0.2,0.3,3.7,8.565,179.865
"425",569,"Victor Oladipo","SG",NA,29,"MIA",8,0.479,0.417,0.541,0.737,0.4,2.5,3.5,0.6,0.1,12.4,24.32,194.56
"426",570,"Cameron Oliver","SF",NA,25,"ATL",2,0.667,0.333,0.75,0.667,1,2,1.5,0.5,0.5,11.5,20.65,41.3
"427",571,"Kelly Olynyk","C",NA,30,"DET",40,0.448,0.336,0.527,0.775,1.4,3.1,2.8,0.8,0.5,9.1,22.9,916
"428",572,"Eugene Omoruyi","SF",NA,24,"DAL",4,0.4,0.5,0.333,0.5,0.5,1.3,0.5,0,0,1.8,4.935,19.74
"429",573,"Miye Oni","SG",NA,24,"UTA",16,0.222,0.125,1,0,0.1,0.4,0.3,0,0,0.3,1.455,23.28
"430",574,"Cedi Osman","SF",NA,26,"CLE",66,0.432,0.357,0.559,0.664,0.4,1.8,2,0.8,0.2,10.7,19.605,1293.93
"431",575,"Daniel Oturu","C",NA,22,"TOR",3,0.5,0,0.6,0.6,0.3,1.3,0,0,0.7,3,6.77,20.31
"432",576,"Kelly Oubre Jr.","SF",NA,26,"CHO",76,0.44,0.345,0.578,0.667,1,2.9,1.1,1,0.4,15,25.37,1928.12
"433",577,"Jaysean Paige","PG",NA,27,"DET",1,0,0,0,0,0,1,1,0,0,0,3,3
"434",578,"Trayvon Palmer","SG",NA,27,"DET",1,0,0,0,0,0,2,0,0,0,0,2.3,2.3
"435",579,"Kevin Pangos","PG",NA,29,"CLE",24,0.326,0.231,0.45,0.75,0.1,0.4,1.3,0.1,0,1.6,4.87,116.88
"436",580,"Jabari Parker","PF",NA,26,"BOS",12,0.474,0.5,0.455,1,0.4,1.9,0.5,0.3,0.1,4.4,9.08,108.96
"437",581,"Eric Paschall","PF",NA,25,"UTA",58,0.485,0.37,0.583,0.767,0.5,1.3,0.6,0.2,0.1,5.8,9.97,578.26
"438",582,"Chris Paul","PG",NA,36,"PHO",65,0.493,0.317,0.559,0.837,0.3,4,10.8,1.9,0.3,14.7,44.94,2921.1
"439",583,"Cameron Payne","PG",NA,27,"PHO",58,0.409,0.336,0.449,0.843,0.4,2.6,4.9,0.7,0.3,10.8,26.045,1510.61
"440",584,"Elfrid Payton","PG",NA,27,"PHO",50,0.383,0.222,0.401,0.375,0.4,1.3,2,0.5,0.1,3,10.095,504.75
"441",585,"Gary Payton II","PG",NA,29,"GSW",71,0.616,0.358,0.754,0.603,1,2.5,0.9,1.4,0.3,7.1,16.795,1192.445
"442",586,"Norvel Pelle","C",NA,28,"UTA",3,0.6,0,0.6,0,1,1,0,0,0.3,2,5.25,15.75
"443",587,"Reggie Perry","PF",NA,21,"TOT",10,0.506,0.188,0.587,0.6,1.5,3.2,1.2,0.9,0.6,9.2,20.735,207.35
"444",590,"Jamorko Pickett","PF",NA,24,"DET",13,0.36,0.333,0.455,0.5,0.5,2,0.5,0,0.5,3.8,9.09,118.17
"445",591,"Theo Pinson","SF",NA,26,"DAL",19,0.359,0.333,0.444,1,0.1,1,0.9,0.3,0.1,2.5,6.415,121.885
"446",592,"Mason Plumlee","C",NA,31,"CHO",73,0.641,0,0.645,0.392,2.4,5.3,3.1,0.8,0.7,6.5,25.005,1825.365
"447",593,"Jakob Poeltl","C",NA,26,"SAS",68,0.618,1,0.618,0.495,3.9,5.5,2.8,0.7,1.7,13.5,36.205,2461.94
"448",594,"Aleksej Pokusevski","PF",NA,20,"OKC",61,0.408,0.289,0.498,0.7,1.2,4,2.1,0.6,0.6,7.6,20.665,1260.565
"449",595,"Yves Pons","SF",NA,22,"MEM",12,0.313,0.333,0.286,0,0.4,0.6,0.1,0.1,0.3,1.1,3.48,41.76
"450",596,"Jordan Poole","SG",NA,22,"GSW",76,0.448,0.364,0.55,0.925,0.4,3,4,0.8,0.3,18.5,33.125,2517.5
"451",597,"Kevin Porter Jr.","PG",NA,21,"HOU",61,0.415,0.375,0.456,0.642,0.7,3.7,6.2,1.1,0.4,15.6,36.18,2206.98
"452",598,"Michael Porter Jr.","SF",NA,23,"DEN",9,0.359,0.208,0.491,0.556,1,5.6,1.9,1.1,0.2,9.9,24.3,218.7
"453",599,"Otto Porter Jr.","PF",NA,28,"GSW",63,0.464,0.37,0.565,0.803,1.4,4.4,1.5,1.1,0.5,8.2,21.645,1363.635
